Item,Condition,Sentence,Target,score,tscore,tok_scores
13,accusative_doubled,Pilar lo interrogó a Samuel en la oficina de correo del centro comercial.,Samuel,5.992889881134033,13.85207748413086,"[('Pilar', 8.977581024169922), ('lo', 8.460060119628906), ('interrogó', 19.590075492858887), ('a', 7.242002964019775), ('Samuel', 13.85207748413086), ('en', 6.483214378356934), ('la', 9.438003540039062), ('oficina', 24.925824642181396), ('de', 2.3591299057006836), ('correo', 7.687957763671875), ('del', 1.8148326873779297), ('centro', 5.062434196472168), ('comercial', 21.47514247894287), ('.', 0.4681396484375)]"
14,dative,Luis prestó un pañuelo a Valentina en el restaurante de la empresa de finanzas.,Valentina,5.093425750732422,10.019490242004395,"[('Luis', 5.632640838623047), ('prestó', 12.146920680999756), ('un', 8.571300506591797), ('pañuelo', 18.769165992736816), ('a', 7.641782760620117), ('Valentina', 10.019490242004395), ('en', 5.237123966217041), ('el', 6.137176036834717), ('restaurante', 17.148057460784912), ('de', 0.5670976638793945), ('la', 0.8216314315795898), ('empresa', 16.35750722885132), ('de', 1.1813850402832031), ('finanzas', 11.836841583251953), ('.', 0.17409896850585938)]"
14,dative_doubled,Luis le prestó un pañuelo a Valentina en el restaurante de la empresa de finanzas.,Valentina,5.099490165710449,10.126367568969727,"[('Luis', 5.985574722290039), ('le', 4.5898566246032715), ('prestó', 12.620206832885742), ('un', 8.224916458129883), ('pañuelo', 18.964367389678955), ('a', 7.711799144744873), ('Valentina', 10.126367568969727), ('en', 5.118102550506592), ('el', 5.898417949676514), ('restaurante', 17.014740467071533), ('de', 0.5703725814819336), ('la', 0.8037052154541016), ('empresa', 16.3829927444458), ('de', 1.249770164489746), ('finanzas', 12.024849891662598), ('.', 0.20120716094970703)]"
14,accusative,Luis buscó a Valentina en el restaurante de la empresa de finanzas.,Valentina,4.907588005065918,9.90021800994873,"[('Luis', 6.325148105621338), ('buscó', 14.05546760559082), ('a', 7.926397800445557), ('Valentina', 9.90021800994873), ('en', 5.428307056427002), ('el', 6.990355491638184), ('restaurante', 16.768442630767822), ('de', 0.4996509552001953), ('la', 0.748504638671875), ('empresa', 15.978477478027344), ('de', 1.1845016479492188), ('finanzas', 12.152444839477539), ('.', 0.19383907318115234)]"
14,accusative_doubled,Luis la buscó a Valentina en el restaurante de la empresa de finanzas. ,Valentina,4.776902675628662,10.148380279541016,"[('Luis', 7.132524013519287), ('la', 2.4359521865844727), ('buscó', 13.851365566253662), ('a', 7.659294605255127), ('Valentina', 10.148380279541016), ('en', 5.115604877471924), ('el', 6.685459613800049), ('restaurante', 16.69038200378418), ('de', 0.4775514602661133), ('la', 0.6072826385498047), ('empresa', 15.991846561431885), ('de', 1.0961132049560547), ('finanzas', 12.164916038513184), ('.', 0.2582845687866211)]"
15,dative,Ana dio un libro a Diego en el instituto de inglés el viernes.,Diego,5.867733001708984,12.537531852722168,"[('Ana', 7.415718078613281), ('dio', 10.491761207580566), ('un', 9.100170135498047), ('libro', 17.453181266784668), ('a', 9.418803215026855), ('Diego', 12.537531852722168), ('en', 4.663314342498779), ('el', 4.629926681518555), ('instituto', 9.091972351074219), ('de', 0.8427534103393555), ('inglés', 11.042491436004639), ('el', 5.179508209228516), ('viernes', 9.326886177062988), ('.', 0.2929086685180664)]"
15,dative_doubled,Ana le dio un libro a Diego en el instituto de inglés el viernes.,Diego,6.000986099243164,12.529263496398926,"[('Ana', 7.728025913238525), ('le', 8.748414039611816), ('dio', 10.256543636322021), ('un', 8.89492130279541), ('libro', 17.320662021636963), ('a', 9.620309829711914), ('Diego', 12.529263496398926), ('en', 4.494110107421875), ('el', 4.605218410491943), ('instituto', 9.340761184692383), ('de', 0.8739681243896484), ('inglés', 10.993427276611328), ('el', 5.22389030456543), ('viernes', 9.094810485839844), ('.', 0.2953948974609375)]"
15,accusative,Ana encontró a Diego en el instituto de inglés el viernes.,Diego,5.299987316131592,12.52535629272461,"[('Ana', 7.186217308044434), ('encontró', 17.204225063323975), ('a', 9.32876205444336), ('Diego', 12.52535629272461), ('en', 4.624302864074707), ('el', 5.078365802764893), ('instituto', 8.750347137451172), ('de', 0.7724485397338867), ('inglés', 10.531219005584717), ('el', 5.2161173820495605), ('viernes', 8.62313175201416), ('.', 0.2592897415161133)]"
15,accusative_doubled,Ana lo encontró a Diego en el instituto de inglés el viernes.,Diego,5.500879287719727,12.52596664428711,"[('Ana', 7.1934943199157715), ('lo', 7.990394115447998), ('encontró', 17.683218479156494), ('a', 9.249475479125977), ('Diego', 12.52596664428711), ('en', 4.696197986602783), ('el', 4.968328475952148), ('instituto', 9.06457805633545), ('de', 0.8042116165161133), ('inglés', 10.686796188354492), ('el', 5.106628894805908), ('viernes', 8.725687026977539), ('.', 0.3208599090576172)]"
16,dative,Jorge ofreció un té a Martina en la cafetería de la universidad después de clases.,Martina,6.410006999969482,14.515292167663574,"[('Jorge', 9.972549438476562), ('ofreció', 25.87676239013672), ('un', 9.668811798095703), ('té', 11.72835636138916), ('a', 8.988373756408691), ('Martina', 14.515292167663574), ('en', 6.684898853302002), ('la', 3.031741142272949), ('cafetería', 16.706214904785156), ('de', 0.7184715270996094), ('la', 0.3126201629638672), ('universidad', 6.19809103012085), ('después', 14.969182968139648), ('de', 1.4585685729980469), ('clases', 10.0613374710083), ('.', 0.12888050079345703)]"
16,dative_doubled,Jorge le ofreció un té a Martina en la cafetería de la universidad después de clases.,Martina,6.205831050872803,14.402825355529785,"[('Jorge', 6.876367092132568), ('le', 6.288614273071289), ('ofreció', 24.688528060913086), ('un', 9.507861137390137), ('té', 11.476018905639648), ('a', 9.108589172363281), ('Martina', 14.402825355529785), ('en', 6.459481239318848), ('la', 2.873049736022949), ('cafetería', 16.69325065612793), ('de', 0.6890182495117188), ('la', 0.2883939743041992), ('universidad', 6.333212375640869), ('después', 15.105606079101562), ('de', 1.465871810913086), ('clases', 10.345939636230469), ('.', 0.13147449493408203)]"
16,accusative,Jorge saludó a Martina en la cafetería de la universidad después de clases.,Martina,5.297460556030273,14.472634315490723,"[('Jorge', 5.1382365226745605), ('saludó', 15.971132755279541), ('a', 8.237110137939453), ('Martina', 14.472634315490723), ('en', 6.906260013580322), ('la', 3.367550849914551), ('cafetería', 16.125356674194336), ('de', 0.880702018737793), ('la', 0.35569190979003906), ('universidad', 7.187830924987793), ('después', 15.18475341796875), ('de', 1.5446805953979492), ('clases', 10.415075778961182), ('.', 0.16220569610595703)]"
16,accusative_doubled,Jorge la saludó a Martina en la cafetería de la universidad después de clases.,Martina,5.349709510803223,14.51814079284668,"[('Jorge', 7.1352410316467285), ('la', 4.315420150756836), ('saludó', 16.39143943786621), ('a', 8.14852523803711), ('Martina', 14.51814079284668), ('en', 6.801101207733154), ('la', 2.950680732727051), ('cafetería', 16.12181854248047), ('de', 0.8782529830932617), ('la', 0.30889034271240234), ('universidad', 7.236695766448975), ('después', 15.324522972106934), ('de', 1.4537286758422852), ('clases', 10.553991317749023), ('.', 0.20544910430908203)]"
17,dative,Elisa compró unas manzanas a Alejandro en el mercado de frutas importadas.,Alejandro,5.47477912902832,10.45484447479248,"[('Elisa', 7.752738952636719), ('compró', 12.27930736541748), ('unas', 15.108801364898682), ('manzanas', 16.567336082458496), ('a', 7.536426544189453), ('Alejandro', 10.45484447479248), ('en', 5.505184650421143), ('el', 4.324605464935303), ('mercado', 10.978643417358398), ('de', 2.0000486373901367), ('frutas', 16.25395393371582), ('importadas', 17.058030128479004), ('.', 0.10000133514404297)]"
17,dative_doubled,Elisa le compró unas manzanas a Alejandro en el mercado de frutas importadas.,Alejandro,5.465941905975342,10.483524322509766,"[('Elisa', 7.788024425506592), ('le', 5.517261505126953), ('compró', 11.66601276397705), ('unas', 15.26456594467163), ('manzanas', 16.61143159866333), ('a', 7.565634727478027), ('Alejandro', 10.483524322509766), ('en', 5.338956832885742), ('el', 4.08658504486084), ('mercado', 11.12592077255249), ('de', 1.9158477783203125), ('frutas', 16.229316234588623), ('importadas', 17.469439029693604), ('.', 0.1200723648071289)]"
17,accusative,Elisa empujó a Alejandro en el mercado de frutas importadas.,Alejandro,5.504317283630371,10.733675956726074,"[('Elisa', 8.50139045715332), ('empujó', 21.656105041503906), ('a', 6.303706645965576), ('Alejandro', 10.733675956726074), ('en', 5.592220306396484), ('el', 4.834718704223633), ('mercado', 11.139034271240234), ('de', 2.1087684631347656), ('frutas', 15.902737140655518), ('importadas', 17.73592758178711), ('.', 0.07375335693359375)]"
17,accusative_doubled,Elisa lo empujó a Alejandro en el mercado de frutas importadas.,Alejandro,5.700583457946777,10.564262390136719,"[('Elisa', 9.340071678161621), ('lo', 7.999242782592773), ('empujó', 22.165684700012207), ('a', 6.3484578132629395), ('Alejandro', 10.564262390136719), ('en', 5.6291279792785645), ('el', 4.737574577331543), ('mercado', 11.20467472076416), ('de', 2.1262741088867188), ('frutas', 16.04744815826416), ('importadas', 17.75720977783203), ('.', 0.0916452407836914)]"
18,dative,Juan regaló dos entradas a Victoria en la puerta del cine antes de la película.,Victoria,4.984985828399658,12.442378997802734,"[('Juan', 6.411396026611328), ('regaló', 10.84196949005127), ('dos', 6.5696611404418945), ('entradas', 15.97158670425415), ('a', 8.457823753356934), ('Victoria', 12.442378997802734), ('en', 5.132139682769775), ('la', 3.2439842224121094), ('puerta', 12.025144100189209), ('del', 4.174703121185303), ('cine', 7.296518325805664), ('antes', 9.47129201889038), ('de', 1.1533985137939453), ('la', 0.8103494644165039), ('película', 18.992943286895752), ('.', 1.6293611526489258)]"
18,dative_doubled,Juan le regaló dos entradas a Victoria en la puerta del cine antes de la película.,Victoria,5.152302265167236,12.36585807800293,"[('Juan', 6.882139682769775), ('le', 7.065560817718506), ('regaló', 12.003239631652832), ('dos', 6.851006507873535), ('entradas', 16.458438396453857), ('a', 8.48741340637207), ('Victoria', 12.36585807800293), ('en', 5.048887729644775), ('la', 3.005107879638672), ('puerta', 12.167081356048584), ('del', 4.212635517120361), ('cine', 7.225423812866211), ('antes', 9.351203441619873), ('de', 1.2396984100341797), ('la', 0.7525663375854492), ('película', 19.115811824798584), ('.', 1.727768898010254)]"
18,accusative,Juan conoció a Victoria en la puerta del cine antes de la película.,Victoria,4.83071756362915,13.018152236938477,"[('Juan', 6.569083213806152), ('conoció', 15.61125135421753), ('a', 7.560508728027344), ('Victoria', 13.018152236938477), ('en', 6.313608646392822), ('la', 3.0263891220092773), ('puerta', 11.643685340881348), ('del', 4.424304008483887), ('cine', 7.146059989929199), ('antes', 9.188404083251953), ('de', 1.4305925369262695), ('la', 0.7915287017822266), ('película', 18.392643451690674), ('.', 1.1595706939697266)]"
18,accusative_doubled,Juan la conoció a Victoria en la puerta del cine antes de la película.,Victoria,4.782620429992676,12.80661678314209,"[('Juan', 7.175446510314941), ('la', 3.7156925201416016), ('conoció', 15.708871841430664), ('a', 7.563798904418945), ('Victoria', 12.80661678314209), ('en', 6.134305000305176), ('la', 2.618602752685547), ('puerta', 11.6820387840271), ('del', 4.355889797210693), ('cine', 7.172415733337402), ('antes', 9.172377586364746), ('de', 1.2157745361328125), ('la', 0.6266937255859375), ('película', 18.757521629333496), ('.', 1.2942132949829102)]"
19,dative,Luciana envió dulces a Mateo en las vacaciones de verano de la universidad.,Mateo,5.076211929321289,13.20650577545166,"[('Luciana', 9.955785751342773), ('envió', 18.03799819946289), ('dulces', 12.80949592590332), ('a', 9.553718566894531), ('Mateo', 13.20650577545166), ('en', 6.650414943695068), ('las', 5.089274883270264), ('vacaciones', 13.215177059173584), ('de', 0.9575538635253906), ('verano', 11.51775312423706), ('de', 0.6738052368164062), ('la', 0.3927021026611328), ('universidad', 7.522672176361084), ('.', 2.0938072204589844)]"
19,dative_doubled,Luciana le envió dulces a Mateo en las vacaciones de verano de la universidad.,Mateo,5.106356620788574,13.229743957519531,"[('Luciana', 9.684554100036621), ('le', 5.438223361968994), ('envió', 18.27365016937256), ('dulces', 12.825073719024658), ('a', 9.51788330078125), ('Mateo', 13.229743957519531), ('en', 6.54818868637085), ('las', 5.111204147338867), ('vacaciones', 13.441953182220459), ('de', 0.9238996505737305), ('verano', 11.411253452301025), ('de', 0.6428966522216797), ('la', 0.3679647445678711), ('universidad', 7.774905204772949), ('.', 2.2547988891601562)]"
19,accusative,Luciana interrogó a Mateo en las vacaciones de verano de la universidad.,Mateo,4.897208213806152,13.298877716064453,"[('Luciana', 9.836872100830078), ('interrogó', 17.049606323242188), ('a', 9.503889083862305), ('Mateo', 13.298877716064453), ('en', 7.066081523895264), ('las', 5.160186767578125), ('vacaciones', 12.837101936340332), ('de', 0.9872760772705078), ('verano', 11.659368515014648), ('de', 0.6729507446289062), ('la', 0.46274662017822266), ('universidad', 7.006165027618408), ('.', 2.403036117553711)]"
19,accusative_doubled,Luciana lo interrogó a Mateo en las vacaciones de verano de la universidad.,Mateo,5.1484174728393555,13.181722640991211,"[('Luciana', 10.227117538452148), ('lo', 8.106237411499023), ('interrogó', 18.8270263671875), ('a', 9.38780403137207), ('Mateo', 13.181722640991211), ('en', 7.046629428863525), ('las', 4.995325565338135), ('vacaciones', 12.799685001373291), ('de', 1.068953514099121), ('verano', 11.706225872039795), ('de', 0.6990489959716797), ('la', 0.4658527374267578), ('universidad', 7.1432952880859375), ('.', 2.461846351623535)]"
20,dative,Santiago prestó su abrigo a Sara en el crucero por las islas del Caribe.,Sara,5.715749263763428,11.208333015441895,"[('Santiago', 7.0187835693359375), ('prestó', 13.452766418457031), ('su', 8.087939262390137), ('abrigo', 16.967554092407227), ('a', 7.828202247619629), ('Sara', 11.208333015441895), ('en', 6.222883224487305), ('el', 3.653656482696533), ('crucero', 16.64893674850464), ('por', 6.396783351898193), ('las', 3.056455612182617), ('islas', 9.425018787384033), ('del', 2.182314872741699), ('Caribe', 12.219457149505615), ('.', 1.3773975372314453)]"
20,dative_doubled,Santiago le prestó su abrigo a Sara en el crucero por las islas del Caribe.,Sara,5.672966480255127,11.085911750793457,"[('Santiago', 5.70458459854126), ('le', 5.86915922164917), ('prestó', 13.71911907196045), ('su', 7.901980400085449), ('abrigo', 17.452311038970947), ('a', 7.899587154388428), ('Sara', 11.085911750793457), ('en', 6.034977436065674), ('el', 3.589275360107422), ('crucero', 16.54720640182495), ('por', 6.3891682624816895), ('las', 3.164841651916504), ('islas', 9.397504806518555), ('del', 2.1046371459960938), ('Caribe', 12.132734775543213), ('.', 1.4852180480957031)]"
20,accusative,Santiago buscó a Sara en el crucero por las islas del Caribe.,Sara,5.431811809539795,11.46950912475586,"[('Santiago', 5.313863277435303), ('buscó', 12.811020374298096), ('a', 7.461298942565918), ('Sara', 11.46950912475586), ('en', 6.471807956695557), ('el', 3.9699859619140625), ('crucero', 16.13684606552124), ('por', 6.619007110595703), ('las', 2.416454315185547), ('islas', 9.348612785339355), ('del', 2.0100231170654297), ('Caribe', 12.586664199829102), ('.', 1.157517433166504)]"
20,accusative_doubled,Santiago la buscó a Sara en el crucero por las islas del Caribe.,Sara,5.313349723815918,11.45031452178955,"[('Santiago', 5.579354286193848), ('la', 2.88590145111084), ('buscó', 13.367302417755127), ('a', 7.353042125701904), ('Sara', 11.45031452178955), ('en', 5.999636650085449), ('el', 3.851391315460205), ('crucero', 16.300865650177002), ('por', 6.622124195098877), ('las', 2.3548574447631836), ('islas', 9.443385601043701), ('del', 2.0913305282592773), ('Caribe', 12.502050399780273), ('.', 1.1520862579345703)]"
21,dative,Camila dio sus medicamentos a Daniel en el hospital en la madrugada del miércoles.,Daniel,5.663198471069336,10.797781944274902,"[('Camila', 10.386974811553955), ('dio', 7.830892086029053), ('sus', 12.492521286010742), ('medicamentos', 15.99701738357544), ('a', 8.083917617797852), ('Daniel', 10.797781944274902), ('en', 4.898473739624023), ('el', 6.838427543640137), ('hospital', 11.486444473266602), ('en', 5.219951152801514), ('la', 2.8169145584106445), ('madrugada', 17.782150268554688), ('del', 3.930434226989746), ('miércoles', 27.316002368927002), ('.', 1.3652582168579102)]"
21,dative_doubled,Camila le dio sus medicamentos a Daniel en el hospital en la madrugada del miércoles.,Daniel,5.7623419761657715,10.719078063964844,"[('Camila', 10.147431373596191), ('le', 7.108197212219238), ('dio', 9.427475929260254), ('sus', 12.083396911621094), ('medicamentos', 16.129299640655518), ('a', 8.243925094604492), ('Daniel', 10.719078063964844), ('en', 4.778532028198242), ('el', 6.731201171875), ('hospital', 11.405729293823242), ('en', 5.2118048667907715), ('la', 2.7394771575927734), ('madrugada', 18.36732578277588), ('del', 4.129772663116455), ('miércoles', 26.99835777282715), ('.', 1.362229347229004)]"
21,accusative,Camila encontró a Daniel en el hospital en la madrugada del miércoles.,Daniel,6.221783638000488,12.393118858337402,"[('Camila', 10.84577465057373), ('encontró', 16.70000457763672), ('a', 7.436864852905273), ('Daniel', 12.393118858337402), ('en', 4.698171138763428), ('el', 7.766438961029053), ('hospital', 11.316643714904785), ('en', 5.137170314788818), ('la', 3.116476058959961), ('madrugada', 18.36085557937622), ('del', 4.195289134979248), ('miércoles', 27.734489917755127), ('.', 0.9561595916748047)]"
21,accusative_doubled,Camila lo encontró a Daniel en el hospital en la madrugada del miércoles.,Daniel,6.27279806137085,12.18903923034668,"[('Camila', 10.32321834564209), ('lo', 7.106229782104492), ('encontró', 17.53824234008789), ('a', 7.509610652923584), ('Daniel', 12.18903923034668), ('en', 4.764346599578857), ('el', 7.611001491546631), ('hospital', 11.506369590759277), ('en', 5.2147955894470215), ('la', 2.82340145111084), ('madrugada', 18.40209722518921), ('del', 4.1555867195129395), ('miércoles', 27.616655826568604), ('.', 1.2409601211547852)]"
22,dative,Javier ofreció un té a Teresa en la cafetería del patio de comidas.,Teresa,7.624935626983643,10.598071098327637,"[('Javier', 9.250786781311035), ('ofreció', 24.754483699798584), ('un', 8.98150634765625), ('té', 12.402975082397461), ('a', 9.63222885131836), ('Teresa', 10.598071098327637), ('en', 6.7939653396606445), ('la', 3.1282801628112793), ('cafetería', 15.451436042785645), ('del', 4.249087333679199), ('patio', 10.113733291625977), ('de', 2.907088279724121), ('comidas', 18.89010524749756), ('.', 0.09509944915771484)]"
22,dative_doubled,Javier le ofreció un té a Teresa en la cafetería del patio de comidas.,Teresa,7.381659984588623,10.502631187438965,"[('Javier', 6.512146472930908), ('le', 7.175257205963135), ('ofreció', 24.18704605102539), ('un', 8.818069458007812), ('té', 12.099095344543457), ('a', 9.739543914794922), ('Teresa', 10.502631187438965), ('en', 6.508695125579834), ('la', 2.8709239959716797), ('cafetería', 15.66678524017334), ('del', 4.148568153381348), ('patio', 10.135436058044434), ('de', 2.866514205932617), ('comidas', 18.91456699371338), ('.', 0.10626697540283203)]"
22,accusative,Javier saludó a Teresa en la cafetería del patio de comidas.,Teresa,6.4251227378845215,10.349729537963867,"[('Javier', 5.745603561401367), ('saludó', 15.17750072479248), ('a', 8.726827621459961), ('Teresa', 10.349729537963867), ('en', 6.9283766746521), ('la', 3.500946044921875), ('cafetería', 14.857396125793457), ('del', 4.437528610229492), ('patio', 10.17176628112793), ('de', 3.219353675842285), ('comidas', 19.50902032852173), ('.', 0.1779165267944336)]"
22,accusative_doubled,Javier la saludó a Teresa en la cafetería del patio de comidas.,Teresa,6.285091400146484,10.338272094726562,"[('Javier', 6.6139140129089355), ('la', 3.792330265045166), ('saludó', 15.659658432006836), ('a', 8.635761260986328), ('Teresa', 10.338272094726562), ('en', 6.771090984344482), ('la', 2.974510669708252), ('cafetería', 14.90562915802002), ('del', 4.396518707275391), ('patio', 9.953246116638184), ('de', 2.9598731994628906), ('comidas', 19.63925552368164), ('.', 0.20649433135986328)]"
23,dative,Elena devolvió los auriculares a Raúl en el ensayo de la tarde del jueves.,Raúl,5.716037273406982,10.932355880737305,"[('Elena', 6.976179599761963), ('devolvió', 19.830219745635986), ('los', 9.495208740234375), ('auriculares', 18.891454696655273), ('a', 7.586568832397461), ('Raúl', 10.932355880737305), ('en', 4.845447063446045), ('el', 4.2782464027404785), ('ensayo', 14.562586307525635), ('de', 0.8061809539794922), ('la', 0.7204875946044922), ('tarde', 15.378484725952148), ('del', 3.6650009155273438), ('jueves', 18.662266731262207), ('.', 0.5541954040527344)]"
23,dative_doubled,Elena le devolvió los auriculares a Raúl en el ensayo de la tarde del jueves.,Raúl,5.77444314956665,10.987726211547852,"[('Elena', 6.865306377410889), ('le', 5.502167224884033), ('devolvió', 20.77887725830078), ('los', 9.773860931396484), ('auriculares', 19.12768030166626), ('a', 7.533217430114746), ('Raúl', 10.987726211547852), ('en', 4.755026340484619), ('el', 4.283445358276367), ('ensayo', 14.60845422744751), ('de', 0.8352146148681641), ('la', 0.6995906829833984), ('tarde', 15.294216632843018), ('del', 3.846412181854248), ('jueves', 18.87185573577881), ('.', 0.5980234146118164)]"
23,accusative,Elena vio a Raúl en el ensayo de la tarde del jueves.,Raúl,5.659324645996094,11.109990119934082,"[('Elena', 7.235973834991455), ('vio', 13.454544067382812), ('a', 7.565349578857422), ('Raúl', 11.109990119934082), ('en', 4.896171569824219), ('el', 4.4489569664001465), ('ensayo', 14.250799179077148), ('de', 1.1015329360961914), ('la', 0.943659782409668), ('tarde', 15.320196628570557), ('del', 3.517763614654541), ('jueves', 17.392532348632812), ('.', 0.6303787231445312)]"
23,accusative_doubled,Elena lo vio a Raúl en el ensayo de la tarde del jueves.,Raúl,5.834690093994141,10.889448165893555,"[('Elena', 7.531228065490723), ('lo', 7.183786392211914), ('vio', 15.146502494812012), ('a', 7.44173002243042), ('Raúl', 10.889448165893555), ('en', 5.0489678382873535), ('el', 4.398805141448975), ('ensayo', 14.326288223266602), ('de', 1.0824470520019531), ('la', 0.9658231735229492), ('tarde', 15.243481159210205), ('del', 3.5174293518066406), ('jueves', 17.330238342285156), ('.', 0.7529335021972656)]"
24,dative,Ángel vendió su armario a Paula en la residencia para estudiantes de medicina.,Paula,4.659371376037598,11.28030776977539,"[('Ángel', 7.607852935791016), ('vendió', 12.481720447540283), ('su', 6.769653797149658), ('armario', 12.3707594871521), ('a', 9.108409881591797), ('Paula', 11.28030776977539), ('en', 5.763872146606445), ('la', 3.290616035461426), ('residencia', 5.296273708343506), ('para', 8.564663887023926), ('estudiantes', 4.539089202880859), ('de', 0.8346233367919922), ('medicina', 9.661404609680176), ('.', 0.2775411605834961)]"
24,dative_doubled,Ángel le vendió su armario a Paula en la residencia para estudiantes de medicina.,Paula,4.760329723358154,11.261709213256836,"[('Ángel', 6.984419345855713), ('le', 7.214269161224365), ('vendió', 12.812825202941895), ('su', 6.938086986541748), ('armario', 12.102379322052002), ('a', 9.22290325164795), ('Paula', 11.261709213256836), ('en', 5.696074485778809), ('la', 3.028010368347168), ('residencia', 5.256953716278076), ('para', 8.582228660583496), ('estudiantes', 4.571681976318359), ('de', 0.8730554580688477), ('medicina', 9.829075336456299), ('.', 0.35357189178466797)]"
24,accusative,Ángel abrazó a Paula en la residencia para estudiantes de medicina.,Paula,4.4942708015441895,11.385544776916504,"[('Ángel', 6.341882228851318), ('abrazó', 15.078620433807373), ('a', 8.27312183380127), ('Paula', 11.385544776916504), ('en', 6.185347080230713), ('la', 2.978391647338867), ('residencia', 5.3766093254089355), ('para', 8.98011589050293), ('estudiantes', 4.906084060668945), ('de', 0.8551092147827148), ('medicina', 10.319077491760254), ('.', 0.21695804595947266)]"
24,accusative_doubled,Ángel la abrazó a Paula en la residencia para estudiantes de medicina.,Paula,4.572879791259766,11.41999626159668,"[('Ángel', 7.062502861022949), ('la', 4.963534355163574), ('abrazó', 15.618541240692139), ('a', 8.249510765075684), ('Paula', 11.41999626159668), ('en', 6.189098358154297), ('la', 2.572633743286133), ('residencia', 5.299779415130615), ('para', 9.038409233093262), ('estudiantes', 4.8607892990112305), ('de', 0.8315343856811523), ('medicina', 10.525195121765137), ('.', 0.2531919479370117)]"
25,dative,Antonella envió una botella de vino a Sergio en la fiesta de fin de año.,Sergio,5.811748504638672,9.061522483825684,"[('Antonella', 10.632035732269287), ('envió', 17.434207439422607), ('una', 8.226241111755371), ('botella', 12.791254997253418), ('de', 1.9572439193725586), ('vino', 8.75361967086792), ('a', 6.788760662078857), ('Sergio', 9.061522483825684), ('en', 6.506697654724121), ('la', 1.681748390197754), ('fiesta', 8.793956756591797), ('de', 1.1111373901367188), ('fin', 12.315629959106445), ('de', 5.905977249145508), ('año', 9.831737041473389), ('.', 0.2549409866333008)]"
25,dative_doubled,Antonella le envió una botella de vino a Sergio en la fiesta de fin de año.,Sergio,5.727188587188721,9.205377578735352,"[('Antonella', 10.330542087554932), ('le', 5.076897621154785), ('envió', 17.210774898529053), ('una', 7.874319076538086), ('botella', 12.79551362991333), ('de', 1.7752351760864258), ('vino', 8.80909538269043), ('a', 6.839545726776123), ('Sergio', 9.205377578735352), ('en', 6.364680767059326), ('la', 1.64227294921875), ('fiesta', 8.868217468261719), ('de', 1.0959339141845703), ('fin', 12.00147819519043), ('de', 5.814700603485107), ('año', 9.912451267242432), ('.', 0.3811178207397461)]"
25,accusative,Antonella interregó a Sergio en la fiesta de fin de año.,Sergio,5.787683963775635,10.406925201416016,"[('Antonella', 12.293873310089111), ('interregó', 16.74605655670166), ('a', 6.574162483215332), ('Sergio', 10.406925201416016), ('en', 7.094882965087891), ('la', 1.8284358978271484), ('fiesta', 8.60094928741455), ('de', 1.0194950103759766), ('fin', 11.704864501953125), ('de', 5.716708660125732), ('año', 10.461809635162354), ('.', 0.15477371215820312)]"
25,accusative_doubled,Antonella lo interrogó a Sergio en la fiesta de fin de año.,Sergio,6.097630977630615,9.901890754699707,"[('Antonella', 12.765519142150879), ('lo', 7.339570045471191), ('interrogó', 20.39893388748169), ('a', 6.7202935218811035), ('Sergio', 9.901890754699707), ('en', 7.116460800170898), ('la', 1.8464555740356445), ('fiesta', 8.381031036376953), ('de', 1.0404720306396484), ('fin', 12.142354965209961), ('de', 5.7337822914123535), ('año', 10.082692623138428), ('.', 0.1902761459350586)]"
26,dative,David prestó una toalla a Silvia en la pileta de la terraza del hotel.,Silvia,6.330705165863037,12.5128755569458,"[('David', 8.101301193237305), ('prestó', 13.965161323547363), ('una', 8.907513618469238), ('toalla', 23.14997100830078), ('a', 7.639787197113037), ('Silvia', 12.5128755569458), ('en', 5.695083141326904), ('la', 3.110976219177246), ('pileta', 13.861069679260254), ('de', 0.7139139175415039), ('la', 0.32795238494873047), ('terraza', 12.660823345184326), ('del', 2.11452579498291), ('hotel', 7.046241283416748), ('.', 0.4761934280395508)]"
26,dative_doubled,David le prestó una toalla a Silvia en la pileta de la terraza del hotel. ,Silvia,6.220048904418945,12.375288963317871,"[('David', 8.017017364501953), ('le', 4.076022148132324), ('prestó', 14.290605545043945), ('una', 8.93869400024414), ('toalla', 22.899424076080322), ('a', 7.913525581359863), ('Silvia', 12.375288963317871), ('en', 5.471385955810547), ('la', 2.9114255905151367), ('pileta', 13.832871437072754), ('de', 0.7341480255126953), ('la', 0.34238433837890625), ('terraza', 12.854052543640137), ('del', 2.1853952407836914), ('hotel', 7.064391613006592), ('.', 0.4943428039550781)]"
26,accusative,David buscó a Silvia en la pileta de la terraza del hotel.,Silvia,5.627532482147217,11.72694206237793,"[('David', 9.186596870422363), ('buscó', 14.75188159942627), ('a', 7.593461036682129), ('Silvia', 11.72694206237793), ('en', 5.910363674163818), ('la', 3.2224349975585938), ('pileta', 14.027491569519043), ('de', 0.8173131942749023), ('la', 0.3647041320800781), ('terraza', 12.95526647567749), ('del', 2.2786502838134766), ('hotel', 6.083073616027832), ('.', 1.122340202331543)]"
